X,Y,L
-174331.7555140887,744534.9481348008,n5259
-174332.77380375416,744536.6694965168,n5260
-174333.79209341962,744538.3908582327,n5261
-174334.81038308507,744540.1122199487,n5262
-174335.82867275053,744541.8335816647,n5263
-174336.846962416,744543.5549433806,n5264
-174337.54834026616,744546.0394737199,n5265
-174337.94016219722,744548.0007170944,n5266
-174338.33198412828,744549.961960469,n5267
-174338.72380605934,744551.9232038436,n5268
-174339.11562799037,744553.8844472182,n5269
-174339.50744992142,744555.8456905928,n5270
-174275.4271082747,744732.5954298665,n5271
-174277.42410377655,744732.4858444408,n5272
-174279.42109927844,744732.3762590152,n5273
-174281.4180947803,744732.2666735895,n5274
-174283.41509028216,744732.1570881638,n5275
-174285.41208578402,744732.0475027381,n5276
-174287.4090812859,744731.9379173124,n5277
-174288.37655973635,744733.8830921138,n5278
-174288.62324289622,744735.8678206642,n5279
-174288.86992605613,744737.8525492145,n5280
-174289.116609216,744739.8372777649,n5281
-174289.3632923759,744741.8220063152,n5282
-174289.60997553577,744743.8067348656,n5283
-174289.85665869567,744745.791463416,n5284
-174290.10334185555,744747.7761919664,n5285
-174290.35002501545,744749.7609205167,n5286
-174290.59670817532,744751.7456490671,n5287
-174290.84339133522,744753.7303776174,n5288
-174291.0900744951,744755.7151061678,n5289
-174291.336757655,744757.6998347181,n5290
-174291.58344081487,744759.6845632686,n5291
-174291.83012397477,744761.6692918189,n5292
-174291.9136387417,744762.3412231434,n5293
-174231.44138430135,744755.8060041834,n5294
-174232.9222979052,744757.1502120907,n5295
-174234.40321150905,744758.4944199979,n5296
-174235.8841251129,744759.8386279052,n5297
-174237.36503871676,744761.1828358124,n5298
-174238.84595232058,744762.5270437197,n5299
-174240.32686592443,744763.871251627,n5300
-174241.8077795283,744765.2154595342,n5301
-174243.28869313214,744766.5596674414,n5302
-174244.769606736,744767.9038753487,n5303
-174246.25052033985,744769.248083256,n5304
-174246.69029630022,744769.6472627367,n5305
-174232.31473677017,744838.9789478242,n5306
-174234.31449849517,744838.9480764256,n5307
-174236.31426022016,744838.9172050268,n5308
-174238.31402194515,744838.8863336282,n5309
-174240.31378367014,744838.8554622295,n5310
-174242.31354539513,744838.8245908308,n5311
-174244.31330712012,744838.7937194321,n5312
-174246.31306884513,744838.7628480335,n5313
-174246.7300393634,744838.756411035,n5314
-174289.9326617278,744815.6414153092,n5315
-174290.06037993773,744817.6373331578,n5316
-174290.18809814763,744819.6332510066,n5317
-174290.31581635756,744821.6291688553,n5318
-174290.4435345675,744823.625086704,n5319
-174290.57125277742,744825.6210045527,n5320
-174290.61736785425,744826.341668466,n5321
-174322.3292026962,744817.3300311543,n5322
-174322.13906691573,744819.3209727369,n5323
-174321.94893113527,744821.3119143194,n5324
-174321.7587953548,744823.3028559019,n5325
-174321.56865957435,744825.2937974844,n5326
-174321.3785237939,744827.284739067,n5327
-174321.18838801343,744829.2756806494,n5328
-174320.99825223297,744831.2666222319,n5329
-174320.80811645248,744833.2575638145,n5330
-174320.61798067202,744835.248505397,n5331
-174320.42784489156,744837.2394469795,n5332
-174320.2377091111,744839.2303885621,n5333
-174320.04757333064,744841.2213301446,n5334
-174319.85743755018,744843.212271727,n5335
-174319.66730176972,744845.2032133095,n5336
-174319.47716598926,744847.1941548921,n5337
-174319.2870302088,744849.1850964746,n5338
-174319.09689442834,744851.1760380571,n5339
-174318.90675864788,744853.1669796397,n5340
-174318.71662286742,744855.1579212222,n5341
-174318.52648708696,744857.1488628046,n5342
-174318.3363513065,744859.1398043872,n5343
-174318.14621552604,744861.1307459697,n5344
-174317.95607974558,744863.1216875522,n5345
-174317.94787838781,744863.2075652557,n5346
-174317.00042161127,744864.9689072601,n5347
-174316.05296483473,744866.7302492646,n5348
-174315.10550805822,744868.491591269,n5349
-174314.15805128167,744870.2529332734,n5350
-174313.21059450513,744872.0142752778,n5351
-174312.2631377286,744873.7756172824,n5352
-174311.31568095207,744875.5369592868,n5353
-174311.08164648316,744875.9720342694,n5354
-174309.08914505853,744875.7990080493,n5355
-174307.09664363388,744875.6259818292,n5356
-174305.10414220925,744875.4529556092,n5357
-174303.11164078463,744875.2799293892,n5358
-174301.11913935997,744875.1069031692,n5359
-174299.12663793535,744874.9338769491,n5360
-174297.1341365107,744874.7608507291,n5361
-174295.14163508607,744874.587824509,n5362
-174293.14913366144,744874.414798289,n5363
-174291.1566322368,744874.2417720689,n5364
-174289.16413081216,744874.068745849,n5365
-174287.17162938754,744873.8957196289,n5366
-174285.17912796288,744873.7226934088,n5367
-174283.18662653826,744873.5496671888,n5368
-174281.1941251136,744873.3766409687,n5369
-174279.20162368898,744873.2036147487,n5370
-174277.20912226435,744873.0305885286,n5371
-174276.58423995387,744872.9763245654,n5372
-174274.59108785607,744872.8109621903,n5373
-174272.5979357583,744872.6455998153,n5374
-174270.6047836605,744872.4802374402,n5375
-174268.61163156273,744872.3148750651,n5376
-174266.61847946493,744872.14951269,n5377
-174264.62532736713,744871.984150315,n5378
-174262.63217526936,744871.81878794,n5379
-174260.63902317156,744871.6534255649,n5380
-174258.6458710738,744871.4880631898,n5381
-174256.652718976,744871.3227008148,n5382
-174254.6595668782,744871.1573384397,n5383
-174252.66641478043,744870.9919760646,n5384
-174250.67326268263,744870.8266136895,n5385
-174248.68011058483,744870.6612513146,n5386
-174246.68695848706,744870.4958889395,n5387
-174244.69380638926,744870.3305265644,n5388
-174242.7006542915,744870.1651641893,n5389
-174240.7075021937,744869.9998018143,n5390
-174238.7143500959,744869.8344394392,n5391
-174236.72119799812,744869.6690770641,n5392
-174234.72804590032,744869.5037146892,n5393
-174232.73489380255,744869.3383523141,n5394
-174289.59271496054,744811.6567895785,n5395
-174289.38048640318,744809.6680816966,n5396
-174289.16825784586,744807.6793738147,n5397
-174288.9560292885,744805.6906659328,n5398
-174288.76524836928,744803.9029351838,n5399
-174493.48648585143,744812.3869382498,n5400
-174495.48530835973,744812.3183191544,n5401
-174497.48413086805,744812.249700059,n5402
-174499.48295337637,744812.1810809636,n5403
-174501.4817758847,744812.1124618681,n5404
-174503.48059839298,744812.0438427726,n5405
-174504.4045737756,744812.0121229202,n5406
-174493.98192546229,744839.4404962674,n5407
-174495.96865111555,744839.6705423034,n5408
-174497.9553767688,744839.9005883394,n5409
-174499.94210242204,744840.1306343755,n5410
-174501.9288280753,744840.3606804115,n5411
-174503.91555372856,744840.5907264475,n5412
-174505.90227938181,744840.8207724836,n5413
-174507.88900503507,744841.0508185197,n5414
-174509.87573068833,744841.2808645556,n5415
-174511.8624563416,744841.5109105917,n5416
-174513.84918199482,744841.7409566278,n5417
-174515.83590764808,744841.9710026637,n5418
-174517.82263330134,744842.2010486998,n5419
-174519.8093589546,744842.4310947359,n5420
-174521.79608460786,744842.6611407718,n5421
-174523.78281026112,744842.8911868079,n5422
-174525.76953591438,744843.121232844,n5423
-174527.7562615676,744843.35127888,n5424
-174528.99505918525,744843.494721172,n5425
-174530.9941028347,744843.5565636139,n5426
-174532.99314648414,744843.6184060557,n5427
-174534.99219013358,744843.6802484976,n5428
-174536.99123378305,744843.7420909394,n5429
-174538.9902774325,744843.8039333813,n5430
-174540.98932108193,744843.8657758231,n5431
-174542.98836473137,744843.927618265,n5432
-174544.9874083808,744843.9894607068,n5433
-174546.98645203025,744844.0513031487,n5434
-174548.9854956797,744844.1131455905,n5435
-174550.98453932913,744844.1749880324,n5436
-174552.9835829786,744844.2368304742,n5437
-174554.98262662804,744844.2986729161,n5438
-174555.4117528554,744844.311948371,n5439
-174557.41097113813,744844.2560354207,n5440
-174559.41018942086,744844.2001224705,n5441
-174561.40940770358,744844.1442095202,n5442
-174563.4086259863,744844.08829657,n5443
-174565.40784426904,744844.0323836197,n5444
-174567.40706255176,744843.9764706695,n5445
-174569.4062808345,744843.9205577192,n5446
-174571.40549911722,744843.8646447689,n5447
-174573.40471739994,744843.8087318187,n5448
-174575.4039356827,744843.7528188684,n5449
-174577.40315396542,744843.6969059182,n5450
-174579.31959852335,744843.6433079343,n5451
-174581.31945656866,744843.6671364589,n5452
-174583.31931461397,744843.6909649835,n5453
-174585.3191726593,744843.7147935082,n5454
-174585.5548237053,744843.7176013158,n5455
-174587.4056154334,744842.9595973719,n5456
-174589.25640716156,744842.2015934279,n5457
-174589.90841288553,744841.9345601887,n5458
-174589.9978877479,744839.9365626288,n5459
-174590.0873626102,744837.9385650691,n5460
-174590.17683747257,744835.9405675093,n5461
-174590.26631233492,744833.9425699494,n5462
-174590.35578719727,744831.9445723896,n5463
-174590.4452620596,744829.9465748299,n5464
-174590.53473692195,744827.94857727,n5465
-174590.6242117843,744825.9505797102,n5466
-174590.71368664666,744823.9525821503,n5467
-174590.803161509,744821.9545845906,n5468
-174590.88600274717,744820.1047176293,n5469
-174590.75537474814,744818.1089881071,n5470
-174590.62474674912,744816.1132585849,n5471
-174590.49411875007,744814.1175290626,n5472
-174590.36349075104,744812.1217995404,n5473
-174590.23286275202,744810.1260700182,n5474
-174590.102234753,744808.130340496,n5475
-174589.97160675397,744806.1346109738,n5476
-174589.84097875495,744804.1388814515,n5477
-174589.7103507559,744802.1431519293,n5478
-174589.57972275687,744800.147422407,n5479
-174589.44909475785,744798.1516928849,n5480
-174589.31846675882,744796.1559633625,n5481
-174589.1878387598,744794.1602338403,n5482
-174589.1647089277,744793.8068571595,n5483
-174587.46464738122,744792.7533911002,n5484
-174585.76458583472,744791.6999250408,n5485
-174584.06452428823,744790.6464589816,n5486
-174582.36446274174,744789.5929929222,n5487
-174580.66440119527,744788.5395268629,n5488
-174578.96433964878,744787.4860608035,n5489
-174578.4710175814,744787.180367133,n5490
-174576.6101027071,744786.4475671394,n5491
-174574.7491878328,744785.7147671458,n5492
-174572.8882729585,744784.9819671523,n5493
-174571.02735808416,744784.2491671587,n5494
-174569.16644320986,744783.5163671651,n5495
-174567.30552833554,744782.7835671715,n5496
-174537.8951333358,744782.8229383924,n5497
-174535.89655261376,744782.898271635,n5498
-174533.89797189168,744782.9736048774,n5499
-174531.89939116963,744783.0489381199,n5500
-174529.90081044758,744783.1242713623,n5501
-174527.90222972553,744783.1996046047,n5502
-174525.90364900345,744783.2749378473,n5503
-174523.9050682814,744783.3502710897,n5504
-174521.90648755935,744783.4256043322,n5505
-174519.9079068373,744783.5009375747,n5506
-174517.90932611524,744783.5762708171,n5507
-174515.91074539316,744783.6516040596,n5508
-174513.9121646711,744783.726937302,n5509
-174511.91358394906,744783.8022705446,n5510
-174509.915003227,744783.877603787,n5511
-174507.91642250493,744783.9529370294,n5512
-174505.91784178288,744784.028270272,n5513
-174503.91926106083,744784.1036035144,n5514
-174501.92068033878,744784.1789367569,n5515
-174499.92209961673,744784.2542699993,n5516
-174497.92351889465,744784.3296032418,n5517
-174495.9249381726,744784.4049364843,n5518
-174493.92635745055,744784.4802697267,n5519
-174491.9277767285,744784.5556029693,n5520
-174623.55141162363,744760.1326535525,n5521
-174625.55140301844,744760.126786644,n5522
-174627.55139441328,744760.1209197355,n5523
-174629.5513858081,744760.1150528269,n5524
-174631.55137720294,744760.1091859185,n5525
-174633.55136859775,744760.10331901,n5526
-174635.5513599926,744760.0974521015,n5527
-174637.5513513874,744760.0915851931,n5528
-174639.55134278224,744760.0857182846,n5529
-174641.55133417706,744760.0798513761,n5530
-174643.5513255719,744760.0739844675,n5531
-174645.5513169667,744760.0681175591,n5532
-174647.55130836155,744760.0622506506,n5533
-174649.55129975636,744760.0563837421,n5534
-174651.5512911512,744760.0505168337,n5535
-174653.55128254602,744760.0446499252,n5536
-174655.55127394086,744760.0387830167,n5537
-174657.5512653357,744760.0329161081,n5538
-174659.5512567305,744760.0270491997,n5539
-174661.55124812535,744760.0211822912,n5540
-174663.55123952017,744760.0153153827,n5541
-174664.02532417836,744760.0139246711,n5542
-174510.58809816724,744619.3613755542,n5543
-174512.5620453949,744619.0396111336,n5544
-174514.53599262258,744618.717846713,n5545
-174516.50993985028,744618.3960822925,n5546
-174518.48388707795,744618.074317872,n5547
-174520.45783430562,744617.7525534513,n5548
-174522.4317815333,744617.4307890307,n5549
-174524.40572876096,744617.1090246101,n5550
-174526.37967598863,744616.7872601895,n5551
-174528.35362321633,744616.465495769,n5552
-174530.327570444,744616.1437313484,n5553
-174532.30151767167,744615.8219669278,n5554
-174534.27546489934,744615.5002025072,n5555
-174536.249412127,744615.1784380866,n5556
-174538.22335935468,744614.856673666,n5557
-174540.19730658238,744614.5349092454,n5558
-174542.17125381005,744614.213144825,n5559
-174542.7767268667,744614.1144493357,n5560
-174563.17332102204,744543.1708795788,n5561
-174563.4424094191,744545.1526947656,n5562
-174563.71149781617,744547.1345099524,n5563
-174563.98058621323,744549.1163251392,n5564
-174564.2496746103,744551.098140326,n5565
-174564.51876300733,744553.0799555127,n5566
-174564.7878514044,744555.0617706995,n5567
-174565.05693980146,744557.0435858862,n5568
-174565.32602819853,744559.025401073,n5569
-174565.5951165956,744561.0072162598,n5570
-174565.86420499266,744562.9890314466,n5571
-174566.13329338972,744564.9708466334,n5572
-174566.4023817868,744566.9526618202,n5573
-174566.67147018385,744568.934477007,n5574
-174566.74811831262,744569.4989845343,n5575
-174565.21419438496,744570.7823696613,n5576
-174563.6802704573,744572.0657547882,n5577
-174562.14634652965,744573.3491399152,n5578
-174560.612422602,744574.6325250422,n5579
-174559.42188567668,744575.6286092388,n5580
-174560.0761201787,744577.518576756,n5581
-174560.7303546807,744579.4085442733,n5582
-174561.38458918274,744581.2985117906,n5583
-174562.03882368476,744583.1884793079,n5584
-174562.6930581868,744585.0784468252,n5585
-174563.3472926888,744586.9684143425,n5586
-174564.00152719082,744588.8583818597,n5587
-174564.65576169285,744590.748349377,n5588
-174565.30999619485,744592.6383168943,n5589
-174565.48179251637,744593.1346060173,n5590
-174566.07102851695,744595.0458362325,n5591
-174566.66026451753,744596.9570664477,n5592
-174567.2495005181,744598.8682966629,n5593
-174567.83873651872,744600.7795268781,n5594
-174568.4279725193,744602.6907570934,n5595
-174569.0172085199,744604.6019873087,n5596
-174569.60644452047,744606.5132175239,n5597
-174570.19568052105,744608.4244477391,n5598
-174570.78491652163,744610.3356779544,n5599
