X,Y,L
-174450.4381837958,743888.602814674,n5715
-174450.38569882835,743886.6035034606,n5716
-174450.33321386087,743884.6041922471,n5717
-174450.2807288934,743882.6048810338,n5718
-174450.22824392593,743880.6055698203,n5719
-174450.17575895847,743878.6062586069,n5720
-174450.123273991,743876.6069473934,n5721
-174450.07078902354,743874.60763618,n5722
-174450.01830405605,743872.6083249665,n5723
-174443.77778527973,744052.244838269,n5724
-174443.5652024762,744050.2561682231,n5725
-174443.35261967266,744048.2674981771,n5726
-174443.14003686912,744046.2788281312,n5727
-174442.9274540656,744044.2901580852,n5728
-174442.71487126205,744042.3014880393,n5729
-174442.50228845852,744040.3128179933,n5730
-174442.28970565498,744038.3241479474,n5731
-174442.07712285145,744036.3354779014,n5732
-174441.8645400479,744034.3468078555,n5733
-174441.65195724438,744032.3581378096,n5734
-174441.43937444084,744030.3694677636,n5735
-174441.2267916373,744028.3807977176,n5736
-174441.01420883377,744026.3921276717,n5737
-174440.80162603024,744024.4034576258,n5738
-174440.5890432267,744022.4147875798,n5739
-174440.37646042317,744020.4261175338,n5740
-174440.16387761963,744018.437447488,n5741
-174439.9512948161,744016.448777442,n5742
-174439.73871201256,744014.460107396,n5743
-174439.52612920906,744012.47143735,n5744
-174439.31354640552,744010.4827673042,n5745
-174439.100963602,744008.4940972582,n5746
-174438.88838079845,744006.5054272122,n5747
-174438.67579799492,744004.5167571662,n5748
-174485.6534627651,743987.5695177206,n5749
-174485.8168532014,743989.5628324386,n5750
-174485.98024363772,743991.5561471567,n5751
-174486.14363407402,743993.5494618748,n5752
-174486.30702451032,743995.5427765929,n5753
-174486.4704149466,743997.536091311,n5754
-174486.63380538294,743999.529406029,n5755
-174486.79719581924,744001.5227207472,n5756
-174486.96058625553,744003.5160354652,n5757
-174487.12397669183,744005.5093501833,n5758
-174428.7820420487,743823.2159678611,n5759
-174428.78781224316,743821.2159761849,n5760
-174428.7935824376,743819.2159845087,n5761
-174428.79935263205,743817.2159928326,n5762
-174428.80512282648,743815.2160011564,n5763
-174428.81089302094,743813.2160094802,n5764
-174428.81666321537,743811.2160178039,n5765
-174428.82243340983,743809.2160261277,n5766
-174428.82820360427,743807.2160344515,n5767
-174428.83397379873,743805.2160427753,n5768
-174428.83974399316,743803.2160510991,n5769
-174428.8455141876,743801.2160594229,n5770
-174428.85128438205,743799.2160677467,n5771
-174428.85705457648,743797.2160760706,n5772
-174428.86282477094,743795.2160843944,n5773
-174428.86859496537,743793.2160927182,n5774
-174428.87436515983,743791.216101042,n5775
-174428.88013535427,743789.2161093658,n5776
-174428.88590554873,743787.2161176896,n5777
-174428.89167574316,743785.2161260134,n5778
-174428.89744593762,743783.2161343371,n5779
-174428.90321613205,743781.2161426609,n5780
-174428.90898632648,743779.2161509848,n5781
-174428.91475652094,743777.2161593086,n5782
-174447.09053025092,743857.0078907007,n5783
-174446.09219963904,743855.2748771434,n5784
-174445.09386902716,743853.5418635863,n5785
-174444.09553841528,743851.8088500291,n5786
-174443.0972078034,743850.075836472,n5787
-174442.0988771915,743848.3428229147,n5788
-174441.10054657963,743846.6098093576,n5789
-174440.10221596775,743844.8767958004,n5790
-174439.10388535587,743843.1437822432,n5791
-174438.105554744,743841.410768686,n5792
-174437.1072241321,743839.6777551288,n5793
-174436.10889352023,743837.9447415717,n5794
-174435.11056290838,743836.2117280145,n5795
-174434.1122322965,743834.4787144572,n5796
-174433.1139016846,743832.7457009001,n5797
-174432.11557107273,743831.0126873429,n5798
-174431.11724046085,743829.2796737858,n5799
-174430.11890984897,743827.5466602285,n5800
-174429.1205792371,743825.8136466714,n5801
-174303.98735871047,744667.9765832144,n5802
-174302.01226300956,744668.2912210572,n5803
-174300.03716730862,744668.6058589001,n5804
-174298.0620716077,744668.9204967429,n5805
-174296.08697590677,744669.2351345859,n5806
-174295.07884047276,744669.3957331625,n5807
-174308.4286716733,744683.6486951453,n5808
-174306.47539248157,744684.0784629886,n5809
-174304.52211328983,744684.5082308319,n5810
-174302.5688340981,744684.9379986753,n5811
-174300.61555490637,744685.3677665186,n5812
-174298.66227571465,744685.797534362,n5813
-174296.7089965229,744686.2273022053,n5814
-174294.7557173312,744686.6570700486,n5815
-174293.0739573499,744687.0270972127,n5816
-174310.40121050316,744683.3184065371,n5817
-174312.373749333,744682.9881179288,n5818
-174314.34628816287,744682.6578293206,n5819
-174316.31882699273,744682.3275407125,n5820
-174318.29136582257,744681.9972521043,n5821
-174320.26390465244,744681.6669634961,n5822
-174322.2364434823,744681.3366748879,n5823
-174324.20898231215,744681.0063862797,n5824
-174326.18152114202,744680.6760976715,n5825
-174328.15405997186,744680.3458090633,n5826
-174330.12659880173,744680.0155204552,n5827
-174332.0991376316,744679.685231847,n5828
-174334.07167646143,744679.3549432388,n5829
-174336.0442152913,744679.0246546306,n5830
-174338.01675412117,744678.6943660224,n5831
-174226.78580235832,744800.0836146196,n5832
-174224.9033651034,744800.7592106388,n5833
-174223.02092784847,744801.4348066581,n5834
-174221.13849059353,744802.1104026773,n5835
-174219.2560533386,744802.7859986966,n5836
-174217.37361608367,744803.4615947158,n5837
-174215.49117882873,744804.1371907351,n5838
-174213.6087415738,744804.8127867543,n5839
-174211.72630431887,744805.4883827736,n5840
-174209.98208841137,744806.1143719378,n5841
-174208.62705733915,744807.5853888626,n5842
-174207.2720262669,744809.0564057876,n5843
-174205.91699519468,744810.5274227124,n5844
-174204.56196412246,744811.9984396374,n5845
-174203.2069330502,744813.4694565622,n5846
-174201.851901978,744814.9404734871,n5847
-174200.49687090577,744816.411490412,n5848
-174199.34526958776,744817.6616647174,n5849
-174197.42140097712,744818.208226305,n5850
-174195.49753236648,744818.7547878926,n5851
-174193.57366375587,744819.30134948,n5852
-174191.64979514523,744819.8479110677,n5853
-174189.7259265346,744820.3944726553,n5854
-174187.80205792395,744820.9410342429,n5855
-174203.5080208409,744738.6760659512,n5856
-174203.6360696571,744740.6719626171,n5857
-174203.76411847334,744742.6678592829,n5858
-174203.89216728954,744744.6637559487,n5859
-174204.02021610577,744746.6596526145,n5860
-174204.148264922,744748.6555492803,n5861
-174204.2763137382,744750.6514459462,n5862
-174204.40436255443,744752.647342612,n5863
-174204.53241137063,744754.6432392779,n5864
-174204.66046018686,744756.6391359437,n5865
-174204.78850900306,744758.6350326095,n5866
-174204.9165578193,744760.6309292753,n5867
-174205.01710230214,744762.1981159468,n5868
-174266.6820325365,744040.5991522267,n5869
-174268.62850292274,744041.0587749366,n5870
-174270.57497330898,744041.5183976466,n5871
-174272.5214436952,744041.9780203566,n5872
-174274.46791408144,744042.4376430665,n5873
-174276.41438446767,744042.8972657765,n5874
-174278.3608548539,744043.3568884865,n5875
-174280.30732524014,744043.8165111964,n5876
-174282.25379562637,744044.2761339064,n5877
-174284.2002660126,744044.7357566165,n5878
-174286.14673639883,744045.1953793264,n5879
-174288.09320678507,744045.6550020364,n5880
-174290.0396771713,744046.1146247464,n5881
-174290.8306524696,744046.3013988235,n5882
-174292.57336712492,744047.2826967549,n5883
-174294.31608178027,744048.2639946862,n5884
-174296.0587964356,744049.2452926176,n5885
-174297.80151109092,744050.226590549,n5886
-174299.54422574624,744051.2078884803,n5887
-174300.5044788403,744051.7485933925,n5888
-174302.2471936537,744052.7298910433,n5889
-174303.98990846705,744053.7111886939,n5890
-174305.73262328043,744054.6924863446,n5891
-174307.4753380938,744055.6737839953,n5892
-174309.21805290718,744056.6550816459,n5893
-174310.77750541913,744057.5331869301,n5894
-174312.06581917472,744059.0629737346,n5895
-174313.3541329303,744060.592760539,n5896
-174314.6424466859,744062.1225473435,n5897
-174315.9307604415,744063.6523341481,n5898
-174317.21907419708,744065.1821209525,n5899
-174318.50738795268,744066.711907757,n5900
-174319.79570170827,744068.2416945614,n5901
-174321.0840154639,744069.7714813659,n5902
-174322.37232921948,744071.3012681704,n5903
-174323.66064297507,744072.8310549749,n5904
-174324.94895673066,744074.3608417794,n5905
-174326.23727048625,744075.8906285838,n5906
-174326.96248473998,744076.7517722229,n5907
-174328.26513344253,744078.269371102,n5908
-174329.56778214505,744079.786969981,n5909
-174330.8704308476,744081.3045688601,n5910
-174332.17307955015,744082.8221677393,n5911
-174333.47572825267,744084.3397666183,n5912
-174334.77837695522,744085.8573654974,n5913
-174336.08102565777,744087.3749643764,n5914
-174337.3836743603,744088.8925632555,n5915
-174338.68632306284,744090.4101621346,n5916
-174339.9889717654,744091.9277610137,n5917
-174341.2916204679,744093.4453598928,n5918
-174342.59426917045,744094.9629587719,n5919
-174343.896917873,744096.4805576509,n5920
-174345.19956657552,744097.99815653,n5921
-174346.50221527807,744099.515755409,n5922
-174347.8048639806,744101.0333542882,n5923
-174348.62149759603,744101.984740688,n5924
-174350.365194708,744102.9642918004,n5925
-174352.10889181995,744103.9438429128,n5926
-174353.8525889319,744104.9233940251,n5927
-174355.59628604387,744105.9029451375,n5928
-174357.3399831558,744106.8824962499,n5929
-174359.08368026777,744107.8620473623,n5930
-174360.82737737973,744108.8415984747,n5931
-174362.5710744917,744109.8211495869,n5932
-174364.31477160365,744110.8007006993,n5933
-174366.0584687156,744111.7802518117,n5934
-174367.80216582757,744112.7598029241,n5935
-174369.54586293953,744113.7393540365,n5936
-174371.28956005146,744114.7189051489,n5937
-174373.03325716342,744115.6984562612,n5938
-174374.77695427538,744116.6780073736,n5939
-174376.52065138734,744117.657558486,n5940
-174407.02706995033,744187.6029407763,n5941
-174405.4451247462,744188.8266439148,n5942
-174403.8631795421,744190.0503470532,n5943
-174402.28123433798,744191.2740501917,n5944
-174400.69928913383,744192.4977533303,n5945
-174399.1173439297,744193.7214564687,n5946
-174397.5353987256,744194.9451596072,n5947
-174395.95345352148,744196.1688627457,n5948
-174394.37150831736,744197.3925658842,n5949
-174392.78956311324,744198.6162690227,n5950
-174391.2076179091,744199.8399721612,n5951
-174389.62567270498,744201.0636752996,n5952
-174388.04372750086,744202.2873784382,n5953
-174386.46178229674,744203.5110815767,n5954
-174384.87983709262,744204.7347847151,n5955
-174383.54854779746,744205.7645946507,n5956
-174381.64687620316,744206.3839855995,n5957
-174379.74520460883,744207.0033765482,n5958
-174377.84353301453,744207.622767497,n5959
-174375.9418614202,744208.2421584456,n5960
-174374.0401898259,744208.8615493944,n5961
-174372.13851823157,744209.4809403431,n5962
-174370.23684663727,744210.1003312919,n5963
-174368.6961088082,744210.6021629797,n5964
-174366.78153241368,744211.180433876,n5965
-174364.86695601916,744211.7587047723,n5966
-174362.95237962462,744212.3369756687,n5967
-174361.0378032301,744212.915246565,n5968
-174359.1232268356,744213.4935174613,n5969
-174357.20865044108,744214.0717883577,n5970
-174355.29407404654,744214.650059254,n5971
-174353.37949765203,744215.2283301504,n5972
-174351.46492125752,744215.8066010467,n5973
-174349.550344863,744216.384871943,n5974
-174347.6357684685,744216.9631428394,n5975
-174345.72119207395,744217.5414137357,n5976
-174343.80661567944,744218.119684632,n5977
-174341.89203928492,744218.6979555284,n5978
-174339.9774628904,744219.2762264247,n5979
-174339.57795998827,744219.3968906625,n5980
-174337.578015058,744219.382048968,n5981
-174335.57807012773,744219.3672072735,n5982
-174333.57812519747,744219.3523655791,n5983
-174331.57818026718,744219.3375238846,n5984
-174329.57823533693,744219.3226821901,n5985
-174327.57829040664,744219.3078404956,n5986
-174326.49234530365,744219.299781641,n5987
-174324.50941586046,744219.5605321411,n5988
-174322.52648641728,744219.8212826414,n5989
-174320.5435569741,744220.0820331415,n5990
-174318.56062753088,744220.3427836417,n5991
-174316.5776980877,744220.6035341418,n5992
-174314.5947686445,744220.864284642,n5993
-174312.61183920133,744221.1250351422,n5994
-174311.18070578465,744221.3132257788,n5995
-174309.18074703732,744221.3003801968,n5996
-174307.18078829,744221.2875346147,n5997
-174305.18082954266,744221.2746890327,n5998
-174303.18087079533,744221.2618434507,n5999
-174301.180912048,744221.2489978687,n6000
-174299.18095330067,744221.2361522866,n6001
-174297.18099455335,744221.2233067047,n6002
-174295.18103580602,744221.2104611227,n6003
-174294.35629697825,744221.2051638883,n6004
-174292.4436507986,744220.620540427,n6005
-174290.53100461897,744220.0359169657,n6006
-174288.61835843933,744219.4512935044,n6007
-174286.7057122597,744218.8666700431,n6008
-174284.79306608002,744218.2820465819,n6009
-174282.88041990038,744217.6974231205,n6010
-174281.9239943305,744217.4050800656,n6011
-174279.98226525885,744217.8843380467,n6012
-174278.04053618724,744218.3635960277,n6013
-174276.0988071156,744218.8428540088,n6014
-174274.15707804397,744219.3221119898,n6015
-174272.21534897236,744219.8013699709,n6016
-174270.27361990072,744220.2806279518,n6017
-174268.3318908291,744220.7598859329,n6018
-174266.39016175747,744221.239143914,n6019
-174264.97034618817,744221.5895830938,n6020
-174264.4547374066,744219.6571888316,n6021
-174263.939128625,744217.7247945694,n6022
-174263.42351984343,744215.7924003074,n6023
-174262.90791106186,744213.8600060452,n6024
-174262.39230228026,744211.927611783,n6025
-174261.8766934987,744209.9952175209,n6026
-174261.36108471712,744208.0628232588,n6027
-174260.84547593555,744206.1304289966,n6028
-174260.32986715395,744204.1980347345,n6029
-174259.81425837238,744202.2656404723,n6030
-174259.2986495908,744200.3332462102,n6031
-174258.7830408092,744198.4008519481,n6032
-174258.26743202764,744196.4684576859,n6033
-174257.75182324607,744194.5360634237,n6034
-174257.23621446447,744192.6036691617,n6035
-174256.7206056829,744190.6712748995,n6036
-174256.20499690133,744188.7388806373,n6037
-174255.68938811976,744186.8064863752,n6038
-174255.17377933816,744184.8740921131,n6039
-174254.6581705566,744182.9416978509,n6040
-174254.14256177502,744181.0093035888,n6041
-174253.62695299342,744179.0769093266,n6042
-174253.11134421185,744177.1445150645,n6043
-174252.59573543028,744175.2121208024,n6044
-174252.08012664868,744173.2797265402,n6045
-174251.5645178671,744171.347332278,n6046
-174251.04890908554,744169.414938016,n6047
-174250.53330030397,744167.4825437538,n6048
-174250.01769152237,744165.5501494916,n6049
-174249.5020827408,744163.6177552295,n6050
-174248.98647395923,744161.6853609674,n6051
-174248.47086517763,744159.7529667052,n6052
-174247.97913926034,744157.9100804413,n6053
-174247.45337228462,744155.9804252682,n6054
-174246.92760530888,744154.050770095,n6055
-174246.40183833317,744152.1211149219,n6056
-174245.87607135746,744150.1914597487,n6057
-174245.35030438172,744148.2618045756,n6058
-174244.824537406,744146.3321494024,n6059
-174244.2987704303,744144.4024942293,n6060
-174243.77300345455,744142.4728390562,n6061
-174243.24723647884,744140.543183883,n6062
-174242.72146950313,744138.6135287099,n6063
-174242.1957025274,744136.6838735366,n6064
-174242.008739046,744135.9976854235,n6065
-174241.4829721486,744134.068030229,n6066
-174240.95720525118,744132.1383750346,n6067
-174240.4314383538,744130.20871984,n6068
-174239.9056714564,744128.2790646455,n6069
-174239.379904559,744126.349409451,n6070
-174238.85413766158,744124.4197542566,n6071
-174238.32837076418,744122.4900990621,n6072
-174237.8026038668,744120.5604438676,n6073
-174237.2768369694,744118.6307886731,n6074
-174236.75107007197,744116.7011334787,n6075
-174236.22530317458,744114.7714782842,n6076
-174235.69953627718,744112.8418230896,n6077
-174235.1737693798,744110.9121678952,n6078
-174234.64800248237,744108.9825127007,n6079
-174234.12223558497,744107.0528575062,n6080
-174233.59646868758,744105.1232023117,n6081
-174233.0707017902,744103.1935471173,n6082
-174232.54493489277,744101.2638919228,n6083
-174232.01916799537,744099.3342367283,n6084
-174231.49340109798,744097.4045815337,n6085
-174230.96763420056,744095.4749263393,n6086
-174230.44186730316,744093.5452711448,n6087
-174229.91610040577,744091.6156159503,n6088
-174229.39033350837,744089.6859607559,n6089
-174228.86456661095,744087.7563055614,n6090
-174228.6719490703,744087.0493659656,n6091
-174227.96228197627,744085.1795069828,n6092
-174227.25261488225,744083.309648,n6093
-174226.54294778823,744081.4397890172,n6094
-174225.83328069418,744079.5699300343,n6095
-174225.12361360015,744077.7000710515,n6096
-174224.41394650613,744075.8302120687,n6097
-174223.7042794121,744073.9603530859,n6098
-174222.99461231809,744072.090494103,n6099
-174222.28494522406,744070.2206351202,n6100
-174221.57527813,744068.3507761374,n6101
-174220.865611036,744066.4809171546,n6102
-174220.15594394197,744064.6110581717,n6103
-174219.44627684794,744062.7411991889,n6104
-174218.73660975392,744060.8713402061,n6105
-174218.0269426599,744059.0014812233,n6106
-174217.31727556585,744057.1316222404,n6107
-174216.60760847182,744055.2617632576,n6108
-174215.8979413778,744053.3919042748,n6109
-174215.18827428378,744051.522045292,n6110
-174214.47860718975,744049.6521863091,n6111
-174213.76894009573,744047.7823273264,n6112
-174213.05927300168,744045.9124683435,n6113
-174212.34960590766,744044.0426093607,n6114
-174211.63993881363,744042.1727503778,n6115
-174210.9302717196,744040.302891395,n6116
-174210.2206046256,744038.4330324122,n6117
-174209.51093753157,744036.5631734293,n6118
-174243.124345087,744134.337738689,n6119
-174244.239951128,744132.6777919545,n6120
-174245.355557169,744131.01784522,n6121
-174246.47116321,744129.3578984856,n6122
-174247.586769251,744127.6979517511,n6123
-174248.70237529202,744126.0380050166,n6124
-174249.817981333,744124.3780582822,n6125
-174250.93358737402,744122.7181115478,n6126
-174252.049193415,744121.0581648132,n6127
-174253.16479945602,744119.3982180788,n6128
-174253.6129533266,744118.7313952697,n6129
-174255.07097244245,744117.3623882362,n6130
-174256.52899155827,744115.9933812027,n6131
-174257.98701067411,744114.6243741692,n6132
-174259.44502978996,744113.2553671356,n6133
-174260.90304890578,744111.8863601021,n6134
-174262.36106802162,744110.5173530686,n6135
-174263.81908713747,744109.148346035,n6136
-174265.27710625328,744107.7793390015,n6137
-174266.73512536913,744106.410331968,n6138
-174268.19314448498,744105.0413249345,n6139
-174269.6511636008,744103.6723179009,n6140
-174271.10918271664,744102.3033108674,n6141
-174272.56720183248,744100.9343038339,n6142
-174274.0252209483,744099.5652968003,n6143
-174274.46670634844,744099.1507640885,n6144
-174275.5481675416,744097.4683724315,n6145
-174276.62962873478,744095.7859807744,n6146
-174277.71108992794,744094.1035891174,n6147
-174278.79255112112,744092.4211974604,n6148
-174279.87401231428,744090.7388058034,n6149
-174280.95547350746,744089.0564141463,n6150
-174282.03693470062,744087.3740224892,n6151
-174283.1183958938,744085.6916308322,n6152
-174284.19985708696,744084.0092391751,n6153
-174285.28131828012,744082.3268475181,n6154
-174286.3627794733,744080.6444558611,n6155
-174286.67271959246,744080.162292771,n6156
-174287.5481053691,744078.3640436942,n6157
-174288.42349114572,744076.5657946175,n6158
-174289.29887692234,744074.7675455407,n6159
-174290.17426269897,744072.969296464,n6160
-174291.04964847563,744071.1710473872,n6161
-174291.92503425226,744069.3727983105,n6162
-174292.80042002889,744067.5745492337,n6163
-174293.6758058055,744065.776300157,n6164
-174294.55119158214,744063.9780510801,n6165
-174295.42657735877,744062.1798020034,n6166
-174296.3019631354,744060.3815529266,n6167
-174297.17734891202,744058.5833038499,n6168
-174298.05273468868,744056.7850547731,n6169
-174298.9281204653,744054.9868056964,n6170
-174299.80350624194,744053.1885566196,n6171
-174218.42760867602,745042.1913481359,n6172
-174216.95707838557,745040.8357889655,n6173
-174215.48654809513,745039.4802297949,n6174
-174214.01601780468,745038.1246706243,n6175
-174212.54548751423,745036.7691114538,n6176
-174211.07495722378,745035.4135522832,n6177
-174209.60442693337,745034.0579931126,n6178
-174208.13389664292,745032.7024339421,n6179
-174206.88415970936,745031.5504057438,n6180
-174362.26611325506,745135.8627327386,n6181
-174361.09899013556,745137.486870548,n6182
-174359.93186701604,745139.1110083574,n6183
-174358.76474389655,745140.7351461669,n6184
-174357.59762077706,745142.3592839763,n6185
-174356.43049765757,745143.9834217856,n6186
-174355.26337453804,745145.607559595,n6187
-174354.09625141855,745147.2316974044,n6188
-174352.92912829906,745148.8558352138,n6189
-174351.76200517957,745150.4799730233,n6190
-174350.59488206005,745152.1041108327,n6191
-174349.42775894055,745153.7282486421,n6192
-174348.26063582106,745155.3523864514,n6193
-174347.09351270157,745156.9765242608,n6194
-174345.92638958205,745158.6006620702,n6195
-174344.75926646256,745160.2247998797,n6196
-174343.59214334306,745161.8489376891,n6197
-174342.42502022357,745163.4730754985,n6198
-174341.25789710405,745165.0972133079,n6199
-174340.09077398456,745166.7213511172,n6200
-174338.92365086506,745168.3454889266,n6201
-174337.75652774557,745169.969626736,n6202
-174336.58940462605,745171.5937645455,n6203
-174336.00344400483,745172.409171921,n6204
-174334.25750088657,745171.4336296985,n6205
-174332.5115577683,745170.4580874761,n6206
-174330.76561465004,745169.4825452536,n6207
-174329.01967153177,745168.5070030312,n6208
-174327.2737284135,745167.5314608087,n6209
-174325.52778529524,745166.5559185863,n6210
-174323.78184217698,745165.5803763638,n6211
-174322.0358990587,745164.6048341413,n6212
-174320.28995594045,745163.629291919,n6213
-174318.54401282218,745162.6537496964,n6214
-174316.79806970392,745161.6782074741,n6215
-174315.05212658565,745160.7026652516,n6216
-174313.3061834674,745159.7271230291,n6217
-174311.56024034912,745158.7515808067,n6218
-174309.81429723086,745157.7760385842,n6219
-174308.0683541126,745156.8004963618,n6220
-174306.32241099433,745155.8249541393,n6221
-174304.57646787606,745154.8494119169,n6222
-174302.8305247578,745153.8738696944,n6223
-174301.08458163953,745152.8983274719,n6224
-174299.33863852127,745151.9227852495,n6225
-174297.592695403,745150.947243027,n6226
-174295.84675228473,745149.9717008047,n6227
-174294.10080916647,745148.9961585822,n6228
-174292.3548660482,745148.0206163597,n6229
-174291.14585332858,745147.3450829227,n6230
-174289.20776721873,745146.8512993357,n6231
-174287.57663722246,745146.4357217117,n6232
-174285.70729481368,745147.1467484051,n6233
-174283.83795240487,745147.8577750984,n6234
-174281.96860999608,745148.5688017918,n6235
-174280.09926758727,745149.2798284852,n6236
-174278.2299251785,745149.9908551786,n6237
-174276.36058276967,745150.7018818719,n6238
-174274.4912403609,745151.4129085653,n6239
-174272.62189795208,745152.1239352586,n6240
-174270.7525555433,745152.834961952,n6241
-174268.90211990417,745153.5387972299,n6242
-174268.21786279342,745153.7990624371,n6243
-174267.16761453846,745152.5430607506,n6244
-174265.43310917274,745151.5473242712,n6245
-174263.69860380702,745150.5515877919,n6246
-174261.9640984413,745149.5558513126,n6247
-174260.22959307555,745148.5601148332,n6248
-174258.49508770983,745147.5643783539,n6249
-174256.7605823441,745146.5686418745,n6250
-174255.0260769784,745145.5729053952,n6251
-174254.42306089244,745145.2267288273,n6252
-174253.8661912153,745145.7980613428,n6253
-174252.69287028734,745144.2235137607,n6254
-174250.96267968224,745143.220298694,n6255
-174249.23248907714,745142.2170836274,n6256
-174247.502298472,745141.2138685606,n6257
-174245.7721078669,745140.210653494,n6258
-174244.82807352685,745139.6632748002,n6259
-174243.87308760494,745141.4205459486,n6260
-174242.91810168303,745143.1778170969,n6261
-174241.96311576111,745144.9350882453,n6262
-174241.0081298392,745146.6923593937,n6263
-174240.0531439173,745148.4496305421,n6264
-174239.09815799538,745150.2069016905,n6265
-174239.0395936956,745150.3146659537,n6266
-174243.08182131546,745138.6882859725,n6267
-174241.33556910406,745137.7132971447,n6268
-174240.4122473127,745137.1977768636,n6269
-174238.66599518864,745136.2227878794,n6270
-174236.9197430646,745135.2477988952,n6271
-174235.17349094053,745134.272809911,n6272
-174233.7702864331,745133.4893554955,n6273
-174239.4383640652,745149.5808880682,n6274
-174237.68025321915,745148.6274488971,n6275
-174235.92214237308,745147.674009726,n6276
-174234.16403152703,745146.7205705548,n6277
-174233.7402946267,745146.4907742597,n6278
-174233.58833788973,745144.4965553273,n6279
-174233.43638115274,745142.502336395,n6280
-174233.2844244158,745140.5081174626,n6281
-174233.1324676788,745138.5138985303,n6282
-174232.98051094182,745136.519679598,n6283
-174232.8728526559,745135.106815672,n6284
-174240.08031497418,745135.2255139697,n6285
-174239.7483826357,745133.2532510757,n6286
-174239.4164502972,745131.2809881818,n6287
-174239.0845179587,745129.308725288,n6288
-174238.86949233955,745128.031094275,n6289
-174237.84836821558,745126.3114124662,n6290
-174236.8272440916,745124.5917306574,n6291
-174235.8061199676,745122.8720488487,n6292
-174235.5488200028,745122.4387282968,n6293
-174233.81809993877,745121.436426915,n6294
-174233.57820840605,745121.297499991,n6295
-174232.8009834049,745123.1403025571,n6296
-174232.58367788975,745123.6555345174,n6297
-174231.8864479555,745120.2307542022,n6298
-174230.19468750493,745119.1640084134,n6299
-174228.5029270544,745118.0972626245,n6300
-174226.81116660385,745117.0305168357,n6301
-174225.11940615327,745115.963771047,n6302
-174223.42764570273,745114.8970252582,n6303
-174221.7358852522,745113.8302794694,n6304
-174220.0441248016,745112.7635336806,n6305
-174218.35236435107,745111.6967878917,n6306
-174216.66060390053,745110.6300421029,n6307
-174214.96884344995,745109.5632963141,n6308
-174213.2770829994,745108.4965505253,n6309
-174211.58532254887,745107.4298047365,n6310
-174209.8935620983,745106.3630589477,n6311
-174208.20180164775,745105.2963131588,n6312
-174207.1196503154,745104.6139586469,n6313
-174208.14391565832,745102.8961459367,n6314
-174209.16818100127,745101.1783332265,n6315
-174210.19244634418,745099.4605205164,n6316
-174211.2167116871,745097.7427078062,n6317
-174212.24097703004,745096.024895096,n6318
-174213.26524237296,745094.3070823858,n6319
-174214.2895077159,745092.5892696755,n6320
-174215.31377305882,745090.8714569655,n6321
-174216.33803840174,745089.1536442552,n6322
-174216.56802264132,745088.7679338017,n6323
-174227.97357711912,745117.7634803714,n6324
-174228.97276631373,745116.0309616982,n6325
-174229.49684807868,745115.1222434604,n6326
-174268.60822667988,745082.830111105,n6327
-174267.62064384882,745084.5692718658,n6328
-174266.63306101772,745086.3084326265,n6329
-174266.57632783402,745086.4083413368,n6330
-174284.80481962595,745093.6482164197,n6331
-174283.79149612843,745095.3725062704,n6332
-174282.77817263093,745097.0967961212,n6333
-174281.76484913344,745098.8210859719,n6334
-174280.75152563592,745100.5453758227,n6335
-174279.73820213843,745102.2696656735,n6336
-174278.72487864093,745103.9939555242,n6337
-174277.7115551434,745105.718245375,n6338
-174276.69823164592,745107.4425352258,n6339
-174275.68490814843,745109.1668250764,n6340
-174275.3930470385,745109.6634612947,n6341
-174277.0537945382,745110.7778749263,n6342
-174278.7145420379,745111.8922885578,n6343
-174280.3752895376,745113.0067021895,n6344
-174282.0360370373,745114.1211158211,n6345
-174283.696784537,745115.2355294526,n6346
-174284.1519024675,745115.5409278505,n6347
-174260.75339226154,745163.5187754927,n6348
-174259.04099171777,745162.4854873539,n6349
-174257.32859117404,745161.4521992151,n6350
-174255.61619063027,745160.4189110764,n6351
-174253.9037900865,745159.3856229376,n6352
-174252.19138954277,745158.3523347988,n6353
-174251.98817809322,745158.2297139661,n6354
-174300.90226190086,745103.7873555362,n6355
-174300.01512424604,745105.2662263334,n6356
-174234.11676392448,745056.7911213557,n6357
-174233.00073350372,745058.4507827971,n6358
-174231.88470308293,745060.1104442384,n6359
-174231.08889751206,745061.2938956894,n6360
-174225.52622321917,745049.416187691,n6361
-174223.52918972253,745049.5250785231,n6362
-174221.5321562259,745049.6339693553,n6363
-174219.53512272926,745049.7428601873,n6364
-174217.53808923264,745049.8517510195,n6365
-174215.541055736,745049.9606418516,n6366
-174213.54402223937,745050.0695326837,n6367
-174211.54698874272,745050.1784235159,n6368
-174209.5499552461,745050.2873143479,n6369
-174207.55292174945,745050.3962051801,n6370
-174207.11787184674,745050.4199268383,n6371
-174205.1198072898,745050.3319607865,n6372
-174203.12174273285,745050.2439947348,n6373
-174201.12367817588,745050.1560286831,n6374
-174199.12561361893,745050.0680626313,n6375
-174197.127549062,745049.9800965795,n6376
-174195.12948450504,745049.8921305279,n6377
-174193.1314199481,745049.8041644761,n6378
-174191.13335539112,745049.7161984243,n6379
-174189.13529083418,745049.6282323727,n6380
-174188.69704838848,745049.6089384727,n6381
-174186.7320910219,745049.2361884929,n6382
-174184.7671336553,745048.863438513,n6383
-174182.8021762887,745048.4906885332,n6384
-174180.8372189221,745048.1179385533,n6385
